1081201410	20230121	202301	2023	2023.0575	PAKGOV	SHAHBAZ BHATTI	PAK					GOV			PAK	PAKISTAN	PAK								0	190	190	19	4	-10.0	4	1	4	-10.8504398826979	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230121123000	https://www.nytimes.com/2023/01/21/world/asia/pakistan-blasphemy-laws.html
1081201411	20230121	202301	2023	2023.0575	PAKGOVHRI	PAKISTAN	PAK					GOV	HRI												0	012	012	01	1	-0.4	10	1	10	-10.8504398826979	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230121123000	https://www.nytimes.com/2023/01/21/world/asia/pakistan-blasphemy-laws.html
1081201412	20230121	202301	2023	2023.0575	PAKGOVHRI	PAKISTAN	PAK					GOV	HRI		PAK	PAKISTAN	PAK								0	012	012	01	1	-0.4	10	1	10	-10.8504398826979	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230121123000	https://www.nytimes.com/2023/01/21/world/asia/pakistan-blasphemy-laws.html
1081201413	20230121	202301	2023	2023.0575	PER	PERU	PER																		1	010	010	01	1	0.0	2	1	2	-10.5610561056105	4	Machu Picchu, Cusco, Peru	PE	PE08	24084	-13.1583	-72.5314	-353770	0								4	Machu Picchu, Cusco, Peru	PE	PE08	24084	-13.1583	-72.5314	-353770	20230121123000	https://sputniknews.com/20230121/more-people-injured-in-peru-as-violent-protests-continue-ombudswoman-1106553900.html
1081201414	20230121	202301	2023	2023.0575	PHL	DAVAO	PHL																		1	130	130	13	3	-4.4	10	1	10	-3.82775119617225	4	Davao City, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	0								4	Davao City, Davao City, Philippines	RP	RPC3	24267	7.07306	125.613	-2424066	20230121123000	https://www.philippinetimes.com/news/273407637/pulong-warns-dabawenyos-vs-fixers-using-his-name
1081201415	20230121	202301	2023	2023.0575	POL	POLISH	POL																		0	043	043	04	1	2.8	1	1	1	4.6242774566474	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20230121123000	https://www.thedailyreporter.com/story/news/local/2023/01/21/bronson-wins-grant-for-cdem-fellow-to-help-with-community-development/69816791007/
1081201416	20230121	202301	2023	2023.0575	POL	POLAND	POL								UKR	UKRAINE	UKR								1	0841	084	08	2	7.0	10	1	10	1.34228187919463	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230121123000	https://menafn.com/1105459947/Berlin-Paris-Not-To-Allow-Putins-Imperialism-To-Win-Scholz
1081201417	20230121	202301	2023	2023.0575	PRK	NORTH KOREA	PRK								CHR	CHRISTIAN				CHR					1	042	042	04	1	1.9	10	1	10	-7.4792243767313	1	North Korea	KN	KN		40	127	KN	1	Afghanistan	AF	AF		33	66	AF	1	North Korea	KN	KN		40	127	KN	20230121123000	https://www.washingtonexaminer.com/news/global-christian-persecution-highest-north-korea-brutally-hostile
1081201418	20230121	202301	2023	2023.0575	PTY	PARTY LEADER									IND	KARNATAKA	IND								0	036	036	03	1	4.0	1	1	1	5.58035714285715	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230121123000	https://www.prokerala.com/news/articles/a1383859.html
1081201419	20230121	202301	2023	2023.0575	PTY	PARTY LEADER									IND	KARNATAKA	IND								0	036	036	03	1	4.0	1	1	1	5.58035714285715	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20230121123000	https://www.prokerala.com/news/articles/a1383859.html
1081201420	20230121	202301	2023	2023.0575	PTY	PARTY LEADER									IND	KARNATAKA	IND								0	042	042	04	1	1.9	1	1	1	5.58035714285715	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230121123000	https://www.prokerala.com/news/articles/a1383859.html
1081201421	20230121	202301	2023	2023.0575	PTY	PARTY LEADER									IND	KARNATAKA	IND								0	042	042	04	1	1.9	1	1	1	5.58035714285715	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20230121123000	https://www.prokerala.com/news/articles/a1383859.html
1081201422	20230121	202301	2023	2023.0575	REL	PILGRIM																			1	043	043	04	1	2.8	10	1	10	4.02843601895735	4	Tiruppullani, Tamil Nadu, India	IN	IN25	17878	9.3	78.85	-2113266	0								4	Tiruppullani, Tamil Nadu, India	IN	IN25	17878	9.3	78.85	-2113266	20230121123000	https://www.bignewsnetwork.com/news/273408083/tamil-nadu-lakhs-take-holy-dip-in-rameswaram-agnitheertham-sea-on-thai-amavasai
1081201423	20230121	202301	2023	2023.0575	REL	BISHOP									CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				1	036	036	03	1	4.0	4	1	4	1.94508009153318	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201424	20230121	202301	2023	2023.0575	REL	BISHOP									CHRPRO921	THE CHRISTIAN COMMUNITY				CHR	PRO				1	036	036	03	1	4.0	2	1	2	1.94508009153318	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Kilmore, Dublin City, Ireland	EI	EI33	18299	53.3964	-6.22806	419277	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201425	20230121	202301	2023	2023.0575	REL	BISHOP									JOR	JORDAN	JOR								1	042	042	04	1	1.9	4	1	2	1.94508009153318	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	4	Mount Nebo, Jordan (general), Jordan	JO	JO00	65745	31.7623	35.7462	-973061	20230121123000	https://www.anglocelt.ie/2023/01/21/bishop-of-kilmore-on-pastoral-visit-to-jordan/
1081201426	20230121	202301	2023	2023.0575	ROU	BUCHAREST									USAMED	REUTERS	USA					MED			1	1243	124	12	3	-4.0	6	1	6	-9.74358974358979	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20230121123000	https://www.fijitimes.com/romanian-court-extends-andrew-tates-detention-on-alleged-human-trafficking/
1081201427	20230121	202301	2023	2023.0575	RUS	RUSSIA	RUS																		0	020	020	02	1	3.0	1	1	1	-1.15942028985507	4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	0								4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	20230121123000	https://www.bignewsnetwork.com/news/273408080/how-the-ussr-officially-turned-away-from-sex
1081201428	20230121	202301	2023	2023.0575	RUS	RUSSIA	RUS																		0	051	051	05	1	3.4	4	1	4	-1.15942028985507	4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	0								4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	20230121123000	https://www.bignewsnetwork.com/news/273408080/how-the-ussr-officially-turned-away-from-sex
1081201429	20230121	202301	2023	2023.0575	RUS	RUSSIA	RUS																		0	111	111	11	3	-2.0	4	1	4	-1.15942028985507	4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	0								4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	20230121123000	https://www.bignewsnetwork.com/news/273408080/how-the-ussr-officially-turned-away-from-sex
1081201430	20230121	202301	2023	2023.0575	RUS	RUSSIA	RUS																		0	190	190	19	4	-10.0	1	1	1	-1.15942028985507	4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	0								4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	20230121123000	https://www.bignewsnetwork.com/news/273408080/how-the-ussr-officially-turned-away-from-sex
1081201431	20230121	202301	2023	2023.0575	RUS	RUSSIA	RUS								CVL	CITIZEN						CVL			1	0841	084	08	2	7.0	8	1	8	-1.15942028985507	4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	4	Komsomol, Bashkortostan, Russia	RS	RS08	25040	55.2781	58.1391	9159041	20230121123000	https://www.bignewsnetwork.com/news/273408080/how-the-ussr-officially-turned-away-from-sex
1081201432	20230121	202301	2023	2023.0575	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								1	192	192	19	4	-9.5	2	1	2	-4.1952707856598	1	Russia	RS	RS		60	100	RS	1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	20230121123000	https://slate.com/news-and-politics/2023/01/leopard-2-tanks-ukraine-germany-nato.html
1081201433	20230121	202301	2023	2023.0575	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								1	192	192	19	4	-9.5	3	1	3	-4.1952707856598	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230121123000	https://slate.com/news-and-politics/2023/01/leopard-2-tanks-ukraine-germany-nato.html
1081201434	20230121	202301	2023	2023.0575	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								0	112	112	11	3	-2.0	1	1	1	-4.16666666666667	1	Ukraine	UP	UP		49	32	UP	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20230121123000	http://www.msn.com/en-us/news/world/us-labels-russia-s-wagner-group-a-criminal-organization-in-new-bid-to-blunt-its-power/ar-AA16zIh6
1081201435	20230121	202301	2023	2023.0575	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								0	112	112	11	3	-2.0	1	1	1	-4.16666666666667	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	North Korea	KN	KN		40	127	KN	20230121123000	http://www.msn.com/en-us/news/world/us-labels-russia-s-wagner-group-a-criminal-organization-in-new-bid-to-blunt-its-power/ar-AA16zIh6
1081201436	20230121	202301	2023	2023.0575	SAUGOV	SAUDI ARABIA	SAU					GOV			GOV	KINGDOM						GOV			1	013	013	01	1	0.4	10	1	10	3.64025695931478	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	1	Saudi Arabia	SA	SA		25	45	SA	20230121123000	https://menafn.com/1105459832/Saudi-Delegation-Highlights-Kingdoms-Evolving-Global-Growth-Story-At-World-Economic-Forum
1081201437	20230121	202301	2023	2023.0575	SEN	DAKAR	SEN								SYR	SYRIA	SYR								1	051	051	05	1	3.4	8	1	8	8.92857142857143	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	1	Syria	SY	SY		35	38	SY	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	20230121123000	http://sana.sy/en/?p=297388
1081201438	20230121	202301	2023	2023.0575	SEN	SENEGAL	SEN								SYR	SYRIA	SYR								1	051	051	05	1	3.4	2	1	2	8.92857142857143	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	20230121123000	http://sana.sy/en/?p=297388
1081201439	20230121	202301	2023	2023.0575	SENGOV	SENEGAL	SEN					GOV			SYR	SYRIA	SYR								1	010	010	01	1	0.0	8	1	8	8.92857142857143	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	1	Syria	SY	SY		35	38	SY	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	20230121123000	http://sana.sy/en/?p=297388
1081201440	20230121	202301	2023	2023.0575	SENGOV	SENEGAL	SEN					GOV			SYR	SYRIA	SYR								1	010	010	01	1	0.0	2	1	2	8.92857142857143	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	20230121123000	http://sana.sy/en/?p=297388
1081201441	20230121	202301	2023	2023.0575	SIK	SIKH				SIK					JUD	CIRCUIT COURT OF APPEALS						JUD			1	020	020	02	1	3.0	10	1	10	1.88888888888889	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081201442	20230121	202301	2023	2023.0575	SIK	SIKH				SIK					apa	APACHE			apa						1	051	051	05	1	3.4	10	1	10	1.88888888888889	3	Oak Flat, Arizona, United States	US	USAZ	AZ009	32.7434	-109.883	8867	3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	3	Oak Flat, Arizona, United States	US	USAZ		32.7434	-109.883	8867	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081201443	20230121	202301	2023	2023.0575	SIK	SIKH				SIK					apa	APACHE			apa						1	053	053	05	1	3.8	10	1	10	1.88888888888889	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20230121123000	https://www.ncronline.org/earthbeat/justice/jews-muslims-sikhs-and-christians-unite-support-apache-fight-save-oak-flat
1081201444	20230121	202301	2023	2023.0575	SPY	INTELLIGENCE						SPY													1	036	036	03	1	4.0	5	1	5	8.75912408759127	0								0								0								20230121123000	https://menafn.com/1105459293/How-Artificial-Intelligence-Will-Impact-Customer-Service-5-Benefits-AI-Has-To-Offer
1081201445	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								DNK	DANISH	DNK								1	0833	083	08	2	5.0	3	1	3	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201446	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								DNK	DENMARK	DNK								1	0833	083	08	2	5.0	2	1	2	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	1	Denmark	DA	DA		56	10	DA	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201447	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								DNK	DANISH	DNK								1	0833	083	08	2	5.0	1	1	1	-5.82278481012659	1	Denmark	DA	DA		56	10	DA	1	Denmark	DA	DA		56	10	DA	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201448	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKISH	TUR								1	010	010	01	1	0.0	1	1	1	-5.82278481012659	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Syria	SY	SY		35	38	SY	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201449	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKISH	TUR								1	010	010	01	1	0.0	1	1	1	-5.82278481012659	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Syria	SY	SY		35	38	SY	1	Finland	FI	FI		64	26	FI	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201450	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	ANKARA	TUR								1	042	042	04	1	1.9	3	1	3	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201451	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	ANKARA	TUR								1	042	042	04	1	1.9	4	1	4	-5.82278481012659	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201452	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	ANKARA	TUR								1	042	042	04	1	1.9	1	1	1	-5.82278481012659	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201453	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKEY	TUR								0	112	112	11	3	-2.0	6	1	6	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Finland	FI	FI		64	26	FI	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201454	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKEY	TUR								0	112	112	11	3	-2.0	2	1	2	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	1	Finland	FI	FI		64	26	FI	1	Finland	FI	FI		64	26	FI	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201455	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKEY	TUR								0	112	112	11	3	-2.0	2	1	2	-5.82278481012659	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201456	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKEY	TUR								1	120	120	12	3	-4.0	1	1	1	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201457	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	ANKARA	TUR								1	120	120	12	3	-4.0	6	1	6	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201458	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKEY	TUR								1	120	120	12	3	-4.0	1	1	1	-5.82278481012659	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201459	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKISH	TUR								1	141	141	14	3	-6.5	1	1	1	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Denmark	DA	DA		56	10	DA	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201460	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKISH	TUR								1	141	141	14	3	-6.5	1	1	1	-5.82278481012659	1	Denmark	DA	DA		56	10	DA	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Denmark	DA	DA		56	10	DA	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201461	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TUR	TURKISH	TUR								1	161	161	16	4	-4.0	2	1	2	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201462	20230121	202301	2023	2023.0575	SWE	SWEDEN	SWE								TURGOV	TURKEY	TUR					GOV			1	141	141	14	3	-6.5	2	1	2	-5.82278481012659	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	1	Denmark	DA	DA		56	10	DA	20230121123000	https://www.tellerreport.com/news/2023-01-21-anti-turkish-protest-in-stockholm-angers-ankara.SyefEbBFss.html
1081201463	20230121	202301	2023	2023.0575	SWEGOV	SWEDEN	SWE					GOV			MOS	MUSLIM				MOS					1	080	080	08	2	5.0	4	1	4	-2.92397660818714	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230121123000	https://www.tasnimnews.com/en/news/2023/01/21/2840406/turkey-summons-swedish-ambassador-over-planned-quran-burning
1081201464	20230121	202301	2023	2023.0575	SWEGOV	SWEDEN	SWE					GOV			SWE	SWEDEN	SWE								0	040	040	04	1	1.0	6	1	6	-2.83842794759826	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230121123000	https://sputniknews.com/20230121/turkey-cancels-swedish-defense-ministers-visit-over-disgusting-demonstrations-1106548681.html
1081201465	20230121	202301	2023	2023.0575	SWEGOV	SWEDEN	SWE					GOV			SWE	SWEDEN	SWE								0	040	040	04	1	1.0	2	1	2	-2.83842794759826	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230121123000	https://sputniknews.com/20230121/turkey-cancels-swedish-defense-ministers-visit-over-disgusting-demonstrations-1106548681.html
1081201466	20230121	202301	2023	2023.0575	SWEGOV	SWEDEN	SWE					GOV			SWE	SWEDEN	SWE								1	080	080	08	2	5.0	1	1	1	-2.92397660818714	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230121123000	https://www.tasnimnews.com/en/news/2023/01/21/2840406/turkey-summons-swedish-ambassador-over-planned-quran-burning
1081201467	20230121	202301	2023	2023.0575	SWEGOV	SWEDEN	SWE					GOV			SWE	SWEDEN	SWE								1	080	080	08	2	5.0	1	1	1	-2.92397660818714	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20230121123000	https://www.tasnimnews.com/en/news/2023/01/21/2840406/turkey-summons-swedish-ambassador-over-planned-quran-burning
1081201468	20230121	202301	2023	2023.0575	SWEGOV	SWEDEN	SWE					GOV			SWE	SWEDEN	SWE								0	141	141	14	3	-6.5	2	1	2	-2.83842794759826	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230121123000	https://sputniknews.com/20230121/turkey-cancels-swedish-defense-ministers-visit-over-disgusting-demonstrations-1106548681.html
