1079963680	20230113	202301	2023	2023.0356	PSE	PALESTINIAN	PSE								CVL	SETTLEMENT						CVL			0	071	071	07	2	7.4	3	1	3	-2.41657077100115	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963681	20230113	202301	2023	2023.0356	PSE	PALESTINIAN	PSE								CVL	SETTLEMENT						CVL			0	111	111	11	3	-2.0	2	1	2	-2.41657077100115	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963682	20230113	202301	2023	2023.0356	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								0	010	010	01	1	0.0	1	1	1	-2.41657077100115	4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	1	Israel	IS	IS		31.5	34.75	IS	4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963683	20230113	202301	2023	2023.0356	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								0	010	010	01	1	0.0	1	1	1	-2.41657077100115	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963684	20230113	202301	2023	2023.0356	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								0	010	010	01	1	0.0	1	1	1	-2.41657077100115	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Iraq	IZ	IZ		33	44	IZ	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963685	20230113	202301	2023	2023.0356	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								0	010	010	01	1	0.0	1	1	1	-2.41657077100115	1	Israel	IS	IS		31.5	34.75	IS	1	Iraq	IZ	IZ		33	44	IZ	1	Israel	IS	IS		31.5	34.75	IS	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963686	20230113	202301	2023	2023.0356	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								0	111	111	11	3	-2.0	1	1	1	-2.41657077100115	4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	1	Israel	IS	IS		31.5	34.75	IS	4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963687	20230113	202301	2023	2023.0356	PSE	PALESTINIAN	PSE								ISR	ISRAEL	ISR								0	111	111	11	3	-2.0	1	1	1	-2.41657077100115	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963688	20230113	202301	2023	2023.0356	PSE	WEST BANK	PSE								ISRGOVHLH	ISRAEL	ISR					GOV	HLH		0	193	193	19	4	-10.0	4	1	4	-5.44993662864385	4	Jenin, West Bank (general), West Bank	WE	WE00	18314	32.4594	35.3009	-794674	1	Israel	IS	IS		31.5	34.75	IS	4	Jenin, West Bank (general), West Bank	WE	WE00	18314	32.4594	35.3009	-794674	20230113030000	https://www.mdjonline.com/tribune/news-briefs/article_2a55eddc-c2d8-50ba-b527-13f5af3d6555.html
1079963689	20230113	202301	2023	2023.0356	PSE	WEST BANK	PSE								ISRGOVHLH	ISRAEL	ISR					GOV	HLH		0	193	193	19	4	-10.0	4	1	4	-5.44993662864385	4	Jenin, West Bank (general), West Bank	WE	WE00	18314	32.4594	35.3009	-794674	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230113030000	https://www.mdjonline.com/tribune/news-briefs/article_2a55eddc-c2d8-50ba-b527-13f5af3d6555.html
1079963690	20230113	202301	2023	2023.0356	PSE	WEST BANK	PSE								ISRMIL	ISRAELI	ISR					MIL			0	182	182	18	4	-9.5	7	1	7	-5.44993662864385	4	Kalandia, West Bank (general), West Bank	WE	WE00	18315	31.8667	35.2167	-793594	1	Israel	IS	IS		31.5	34.75	IS	4	Kalandia, West Bank (general), West Bank	WE	WE00	18315	31.8667	35.2167	-793594	20230113030000	https://www.mdjonline.com/tribune/news-briefs/article_2a55eddc-c2d8-50ba-b527-13f5af3d6555.html
1079963691	20230113	202301	2023	2023.0356	PSE	WEST BANK	PSE								ISRMIL	ISRAEL	ISR					MIL			0	182	182	18	4	-9.5	1	1	1	-5.44993662864385	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	4	Kalandia, West Bank (general), West Bank	WE	WE00	18315	31.8667	35.2167	-793594	20230113030000	https://www.mdjonline.com/tribune/news-briefs/article_2a55eddc-c2d8-50ba-b527-13f5af3d6555.html
1079963692	20230113	202301	2023	2023.0356	PSE	WEST BANK	PSE								ISRMIL	ISRAEL	ISR					MIL			0	182	182	18	4	-9.5	2	1	2	-5.44993662864385	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20230113030000	https://www.mdjonline.com/tribune/news-briefs/article_2a55eddc-c2d8-50ba-b527-13f5af3d6555.html
1079963693	20230113	202301	2023	2023.0356	PSEGOV	PALESTINIAN	PSE					GOV			PSE	PALESTINIAN	PSE								0	010	010	01	1	0.0	1	1	1	-2.41657077100115	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Iraq	IZ	IZ		33	44	IZ	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963694	20230113	202301	2023	2023.0356	PTY	POLITICAL PARTIES																			0	020	020	02	1	3.0	10	1	10	2	4	Bharwana, Punjab, Pakistan	PK	PK04	23677	31.0833	73.5833	-2756629	0								4	Bharwana, Punjab, Pakistan	PK	PK04	23677	31.0833	73.5833	-2756629	20230113030000	https://www.dawn.com/news/1731385/ecp-sets-march-14-deadline-for-pml-n-intra-party-polls
1079963695	20230113	202301	2023	2023.0356	PTY	PARTY LEADER									GOV	CHIEF MINISTER						GOV			0	040	040	04	1	1.0	10	1	10	-0.96418732782369	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	4	Lahore, Punjab, Pakistan	PK	PK04	23677	31.5497	74.3436	-2767043	20230113030000	https://www.dawn.com/news/1731367/where-pml-n-calculations-went-wrong
1079963696	20230113	202301	2023	2023.0356	QAT	QATAR	QAT								COP	DEPUTY						COP			1	040	040	04	1	1.0	2	1	2	-1.65289256198347	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20230113030000	https://tolonews.com/afghanistan-181581
1079963697	20230113	202301	2023	2023.0356	QAT	QATAR	QAT								COP	DEPUTY						COP			1	040	040	04	1	1.0	2	1	2	-1.65289256198347	1	Ukraine	UP	UP		49	32	UP	1	Afghanistan	AF	AF		33	66	AF	1	Ukraine	UP	UP		49	32	UP	20230113030000	https://tolonews.com/afghanistan-181581
1079963698	20230113	202301	2023	2023.0356	QAT	QATAR	QAT								IGOUNO	UNITED NATIONS		UNO				IGO			1	040	040	04	1	1.0	2	1	2	-1.65289256198347	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Qatar	QA	QA		25.5	51.25	QA	20230113030000	https://tolonews.com/afghanistan-181581
1079963699	20230113	202301	2023	2023.0356	QAT	QATAR	QAT								IGOUNO	UNITED NATIONS		UNO				IGO			1	040	040	04	1	1.0	8	1	8	-1.65289256198347	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Afghanistan	AF	AF		33	66	AF	20230113030000	https://tolonews.com/afghanistan-181581
1079963700	20230113	202301	2023	2023.0356	QATGOV	QATAR	QAT					GOV			AFG	AFGHANISTAN	AFG								1	040	040	04	1	1.0	8	1	8	-1.65289256198347	1	Qatar	QA	QA		25.5	51.25	QA	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20230113030000	https://tolonews.com/afghanistan-181581
1079963701	20230113	202301	2023	2023.0356	QATGOV	QATAR	QAT					GOV			AFG	AFGHANISTAN	AFG								1	040	040	04	1	1.0	2	1	2	-1.65289256198347	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Afghanistan	AF	AF		33	66	AF	20230113030000	https://tolonews.com/afghanistan-181581
1079963702	20230113	202301	2023	2023.0356	QATGOV	QATAR	QAT					GOV			COP	DEPUTY						COP			1	040	040	04	1	1.0	6	1	6	-1.65289256198347	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20230113030000	https://tolonews.com/afghanistan-181581
1079963703	20230113	202301	2023	2023.0356	REL	PRIEST																			1	190	190	19	4	-10.0	10	1	10	3.72670807453416	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20230113030000	https://411mania.com/wrestling/damian-priest-why-match-edge-favorite-wwe-date/
1079963704	20230113	202301	2023	2023.0356	REL	PRIEST									CAN	TORONTO	CAN								1	190	190	19	4	-10.0	8	1	8	2.43243243243243	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20230113030000	https://www.ewrestlingnews.com/news/damien-priest-going-to-be-hard-to-top-match-with-edge
1079963705	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS																		1	071	071	07	2	7.4	20	1	8	-0.71428571428571	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20230113030000	https://theconservativetreehouse.com/blog/2023/01/12/twitter-file-14-release-dc-politicians-pushing-twitter-to-remove-content-that-exposed-fraud-behind-trump-russia-claims/
1079963706	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS																		1	173	173	17	4	-5.0	4	1	4	-8.10810810810814	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20230113030000	https://www.ibtimes.com/putin-critic-navalny-given-psycho-cellmate-who-screams-hours-so-he-wont-get-bored-3656505
1079963707	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								ARM	ARMENIA	ARM								0	080	080	08	2	5.0	6	1	6	-8.09628008752735	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Armenia	AM	AM		40	45	AM	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963708	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								ARM	ARMENIA	ARM								0	080	080	08	2	5.0	1	1	1	-8.09628008752735	4	Bashkortostan, Bashkortostan, Russia	RS	RS08	25087	56.2445	56.2518	10272783	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963709	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								CHN	CHINA	CHN								0	033	033	03	1	5.2	1	1	1	-1.80658873538789	4	Lake Maracaibo, Zulia, Venezuela	VE	VE23		9.81576	-71.5565	-952510	4	Lake Maracaibo, Zulia, Venezuela	VE	VE23		9.81576	-71.5565	-952510	1	China	CH	CH		35	105	CH	20230113030000	https://www.greanvillepost.com/2023/01/12/military-intervention-cannot-overthrow-the-venezuelan-government/
1079963710	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								CHN	CHINA	CHN								0	033	033	03	1	5.2	1	1	1	-1.80658873538789	4	Lake Maracaibo, Zulia, Venezuela	VE	VE23		9.81576	-71.5565	-952510	1	Russia	RS	RS		60	100	RS	1	China	CH	CH		35	105	CH	20230113030000	https://www.greanvillepost.com/2023/01/12/military-intervention-cannot-overthrow-the-venezuelan-government/
1079963711	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								CHN	CHINA	CHN								0	033	033	03	1	5.2	3	1	3	-1.80658873538789	1	Russia	RS	RS		60	100	RS	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20230113030000	https://www.greanvillepost.com/2023/01/12/military-intervention-cannot-overthrow-the-venezuelan-government/
1079963712	20230113	202301	2023	2023.0356	RUS	RUSSIAN	RUS								COP	PRISON						COP			0	060	060	06	2	6.0	3	1	3	-8.09628008752735	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	4	Bashkortostan, Bashkortostan, Russia	RS	RS08	25087	56.2445	56.2518	10272783	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963713	20230113	202301	2023	2023.0356	RUS	RUSSIAN	RUS								COP	PRISON						COP			0	173	173	17	4	-5.0	3	1	3	-8.09628008752735	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963714	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								JUD	COUNSEL						JUD			1	051	051	05	1	3.4	12	1	12	-0.71428571428571	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230113030000	https://theconservativetreehouse.com/blog/2023/01/12/twitter-file-14-release-dc-politicians-pushing-twitter-to-remove-content-that-exposed-fraud-behind-trump-russia-claims/
1079963715	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								KAZ	KAZAKHSTAN	KAZ								0	080	080	08	2	5.0	2	1	2	-8.09628008752735	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963716	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								KAZ	KAZAKHSTAN	KAZ								0	080	080	08	2	5.0	2	1	2	-8.09628008752735	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Kazakhstan	KZ	KZ		48	68	KZ	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963717	20230113	202301	2023	2023.0356	RUS	MOSCOW	RUS								UKR	UKRAINE	UKR								1	051	051	05	1	3.4	2	1	2	-8.09628008752735	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963718	20230113	202301	2023	2023.0356	RUS	MOSCOW	RUS								UKR	UKRAINE	UKR								1	051	051	05	1	3.4	2	1	2	-8.09628008752735	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	4	Bakhmut, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.5956	37.9999	-1034612	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963719	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								USA	NEW YORK	USA								0	010	010	01	1	0.0	4	1	4	-0.71428571428571	1	Russia	RS	RS		60	100	RS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Russia	RS	RS		60	100	RS	20230113030000	https://theconservativetreehouse.com/blog/2023/01/12/twitter-file-14-release-dc-politicians-pushing-twitter-to-remove-content-that-exposed-fraud-behind-trump-russia-claims/
1079963720	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								USA	NEW YORK	USA								0	010	010	01	1	0.0	4	1	4	-0.71428571428571	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230113030000	https://theconservativetreehouse.com/blog/2023/01/12/twitter-file-14-release-dc-politicians-pushing-twitter-to-remove-content-that-exposed-fraud-behind-trump-russia-claims/
1079963721	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								0	060	060	06	2	6.0	4	1	4	-0.71428571428571	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Russia	RS	RS		60	100	RS	20230113030000	https://theconservativetreehouse.com/blog/2023/01/12/twitter-file-14-release-dc-politicians-pushing-twitter-to-remove-content-that-exposed-fraud-behind-trump-russia-claims/
1079963722	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								0	060	060	06	2	6.0	4	1	4	-0.71428571428571	1	Russia	RS	RS		60	100	RS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Russia	RS	RS		60	100	RS	20230113030000	https://theconservativetreehouse.com/blog/2023/01/12/twitter-file-14-release-dc-politicians-pushing-twitter-to-remove-content-that-exposed-fraud-behind-trump-russia-claims/
1079963723	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								1	075	075	07	2	7.0	8	1	8	-1.95530726256983	1	Russia	RS	RS		60	100	RS	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	1	Russia	RS	RS		60	100	RS	20230113030000	https://www.bobfm.co.uk/snowden-reminds-biden-that-others-with-secret-documents-have-been-convicted-news/
1079963724	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								1	075	075	07	2	7.0	2	1	2	-1.95530726256983	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230113030000	https://www.bobfm.co.uk/snowden-reminds-biden-that-others-with-secret-documents-have-been-convicted-news/
1079963725	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								0	080	080	08	2	5.0	2	1	2	-8.09628008752735	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Armenia	AM	AM		40	45	AM	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963726	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								0	080	080	08	2	5.0	2	1	2	-8.09628008752735	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230113030000	https://www.dawn.com/news/1731392/kiev-says-troops-fighting-stubbornly-in-soledar-but-admits-situation-difficult
1079963727	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								VEN	VENEZUELA	VEN								0	033	033	03	1	5.2	2	1	2	-1.80658873538789	4	Lake Maracaibo, Zulia, Venezuela	VE	VE23		9.81576	-71.5565	-952510	4	Lake Maracaibo, Zulia, Venezuela	VE	VE23		9.81576	-71.5565	-952510	1	China	CH	CH		35	105	CH	20230113030000	https://www.greanvillepost.com/2023/01/12/military-intervention-cannot-overthrow-the-venezuelan-government/
1079963728	20230113	202301	2023	2023.0356	RUS	RUSSIA	RUS								VEN	VENEZUELA	VEN								0	033	033	03	1	5.2	3	1	3	-1.80658873538789	1	Russia	RS	RS		60	100	RS	4	Lake Maracaibo, Zulia, Venezuela	VE	VE23		9.81576	-71.5565	-952510	1	China	CH	CH		35	105	CH	20230113030000	https://www.greanvillepost.com/2023/01/12/military-intervention-cannot-overthrow-the-venezuelan-government/
1079963729	20230113	202301	2023	2023.0356	SAU	SAUDI ARABIA	SAU																		1	020	020	02	1	3.0	4	1	4	-1.34770889487871	1	Saudi Arabia	SA	SA		25	45	SA	0								1	Saudi Arabia	SA	SA		25	45	SA	20230113030000	https://bleacherreport.com/articles/10061518-vince-mcmahon-wwe-retain-the-raine-group-to-oversee-potential-sale
1079963730	20230113	202301	2023	2023.0356	SAU	SAUDI	SAU								AUS	AUSTRALIAN	AUS								1	051	051	05	1	3.4	3	1	3	6.66666666666667	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230113030000	https://www.proactiveinvestors.com/companies/news/1003190/european-lithium-inks-mou-to-build-and-operate-a-hydroxide-plant-in-saudi-arabia-1003190.html
1079963731	20230113	202301	2023	2023.0356	SAU	SAUDI	SAU								GOV	MINIST OF ECONOMIC AFFAIRS						GOV			1	051	051	05	1	3.4	1	1	1	3.68663594470046	1	Saudi Arabia	SA	SA		25	45	SA	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	1	Saudi Arabia	SA	SA		25	45	SA	20230113030000	https://www.dawn.com/news/1731409/pakistan-gets-4bn-lifeline-as-economic-woes-mount
1079963732	20230113	202301	2023	2023.0356	SAU	SAUDI	SAU								PAK	PAKISTAN	PAK								1	051	051	05	1	3.4	2	1	2	3.68663594470046	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230113030000	https://www.dawn.com/news/1731409/pakistan-gets-4bn-lifeline-as-economic-woes-mount
1079963733	20230113	202301	2023	2023.0356	SEP	SEPARATIST						SEP													1	020	020	02	1	3.0	10	1	10	-2.51937984496124	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20230113030000	https://thewire.in/politics/heres-why-the-jodo-jodo-gang-and-its-exertions-matter
1079963734	20230113	202301	2023	2023.0356	SPY	INTELLIGENCE						SPY													1	010	010	01	1	0.0	10	1	10	0.23364485981308	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20230113030000	https://www.defenseone.com/technology/2023/01/ufo-sightings-us-troops-surge/381784/
1079963735	20230113	202301	2023	2023.0356	SPY	INTELLIGENCE						SPY			GOV	GOVERNOR						GOV			1	090	090	09	2	-2.0	10	1	10	-1.95530726256983	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20230113030000	https://www.bobfm.co.uk/snowden-reminds-biden-that-others-with-secret-documents-have-been-convicted-news/
1079963736	20230113	202301	2023	2023.0356	SYR	SYRIA	SYR																		1	010	010	01	1	0.0	4	1	3	-2.41657077100115	4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	0								4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963737	20230113	202301	2023	2023.0356	SYR	SYRIA	SYR																		1	010	010	01	1	0.0	5	1	5	-2.41657077100115	4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963738	20230113	202301	2023	2023.0356	SYR	SYRIA	SYR																		0	203	203	20	4	-10.0	10	1	10	-2.41657077100115	4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	0								4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
1079963739	20230113	202301	2023	2023.0356	SYR	SYRIA	SYR								CHE	SWITZERLAND	CHE								0	013	013	01	1	0.4	2	1	2	3.76569037656903	3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	3	Missoula, Montana, United States	US	USMT	MT063	46.8721	-113.994	787504	20230113030000	https://missoulian.com/entertainment/arts-and-theatre/ballet-beyond-borders-palestinian-dancer-pursued-his-art-from-syria-to-europe/article_000a0063-f67d-5419-9cc4-c448662314ff.html
1079963740	20230113	202301	2023	2023.0356	SYR	SYRIA	SYR								CHE	SWITZERLAND	CHE								0	013	013	01	1	0.4	2	1	2	3.76569037656903	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20230113030000	https://missoulian.com/entertainment/arts-and-theatre/ballet-beyond-borders-palestinian-dancer-pursued-his-art-from-syria-to-europe/article_000a0063-f67d-5419-9cc4-c448662314ff.html
1079963741	20230113	202301	2023	2023.0356	SYR	SYRIA	SYR								CVL	COMMUNITY						CVL			0	070	070	07	2	7.0	4	1	4	3.76569037656903	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20230113030000	https://missoulian.com/entertainment/arts-and-theatre/ballet-beyond-borders-palestinian-dancer-pursued-his-art-from-syria-to-europe/article_000a0063-f67d-5419-9cc4-c448662314ff.html
1079963742	20230113	202301	2023	2023.0356	SYR	SYRIAN	SYR								IGOUNO	UNITED NATIONS		UNO				IGO			0	042	042	04	1	1.9	2	1	2	-2.41657077100115	4	Afrin, ?alab, Syria	SY	SY09	26319	36.2251	37.3266	-2537705	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20230113030000	https://www.voanews.com/a/settlement-construction-in-syrian-district-renews-accusations-of-demographic-engineering-/6916667.html
