1081058088	20230120	202301	2023	2023.0548	ROU	ROMANIA									MDA	MOLDOVA	MDA								1	051	051	05	1	3.4	5	1	5	2.04918032786886	4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	20230120131500	http://www.romaniapress.com/news=150423
1081058089	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS																		1	0841	084	08	2	7.0	3	1	3	-1.67741935483871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230120131500	https://www.theguardian.com/world/2023/jan/20/ukraine-germany-leopard-2-tanks-ramstein
1081058090	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS																		1	0841	084	08	2	7.0	4	1	4	-1.67741935483871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	0								4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.theguardian.com/world/2023/jan/20/ukraine-germany-leopard-2-tanks-ramstein
1081058091	20230120	202301	2023	2023.0548	RUS	ST PETERSBURG	RUS								FIN	FINNISH	FIN								1	040	040	04	1	1.0	3	1	3	0	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Finland	FI	FI		64	26	FI	1	Ukraine	UP	UP		49	32	UP	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058092	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	042	042	04	1	1.9	1	1	1	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058093	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	042	042	04	1	1.9	1	1	1	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058094	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	050	050	05	1	3.5	2	1	2	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058095	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	050	050	05	1	3.5	6	1	6	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058096	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	050	050	05	1	3.5	2	1	2	0	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058097	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	1	1	1	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058098	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	1	1	1	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058099	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	161	161	16	4	-4.0	1	1	1	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058100	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	161	161	16	4	-4.0	1	1	1	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058101	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	161	161	16	4	-4.0	11	1	9	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058102	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	161	161	16	4	-4.0	3	1	3	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	Ukraine	UP	UP		49	32	UP	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058103	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	161	161	16	4	-4.0	1	1	1	0	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058104	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								ISR	ISRAEL	ISR								0	161	161	16	4	-4.0	1	1	1	0	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058105	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								MILBUS	MILITARY						MIL	BUS		0	172	172	17	4	-5.0	2	1	2	-4.94117647058824	4	Soledar, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.6793	38.089	-1041042	4	Soledar, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.6793	38.089	-1041042	4	Soledar, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.6793	38.089	-1041042	20230120131500	https://news.yahoo.com/russian-politician-poses-sledgehammer-tribute-123950525.html
1081058106	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								MILBUS	MILITARY						MIL	BUS		0	172	172	17	4	-5.0	1	1	1	-4.94117647058824	4	Soledar, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.6793	38.089	-1041042	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://news.yahoo.com/russian-politician-poses-sledgehammer-tribute-123950525.html
1081058107	20230120	202301	2023	2023.0548	RUS	RUSSIAN	RUS								PAK	PAKISTANI	PAK								1	026	026	02	1	4.0	8	1	8	0.8	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20230120131500	https://interfax.com/newsroom/top-stories/87123/
1081058108	20230120	202301	2023	2023.0548	RUS	RUSSIAN	RUS								PAK	PAKISTANI	PAK								1	0311	031	03	1	5.2	8	1	8	0.8	1	Russia	RS	RS		60	100	RS	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	1	Russia	RS	RS		60	100	RS	20230120131500	https://interfax.com/newsroom/top-stories/87123/
1081058109	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								PAK	PAKISTANI	PAK								1	0311	031	03	1	5.2	2	1	2	0.8	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230120131500	https://interfax.com/newsroom/top-stories/87123/
1081058110	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								1	110	110	11	3	-2.0	2	1	2	-4.94117647058824	4	Soledar, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.6793	38.089	-1041042	4	Soledar, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.6793	38.089	-1041042	4	Soledar, Donets'ka Oblast', Ukraine	UP	UP05	28556	48.6793	38.089	-1041042	20230120131500	https://news.yahoo.com/russian-politician-poses-sledgehammer-tribute-123950525.html
1081058111	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	111	111	11	3	-2.0	1	1	1	-1.27523910733262	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.shorenewsnetwork.com/2023/01/20/european-leaders-urge-berlin/
1081058112	20230120	202301	2023	2023.0548	RUS	RUSSIAN FEDERATION	RUS								UKR	UKRAINE	UKR								1	120	120	12	3	-4.0	10	1	10	-0.99255583126551	1	Russia	RS	RS		60	100	RS	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230120131500	https://www.ukrinform.net/rubric-ato/3655984-leopard-tanks-for-ukraine-warsaw-explains-berlins-reluctance.html
1081058113	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								UKR	KYIV	UKR								0	124	124	12	3	-4.0	2	1	2	-1.27523910733262	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230120131500	https://www.shorenewsnetwork.com/2023/01/20/european-leaders-urge-berlin/
1081058114	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	124	124	12	3	-4.0	1	1	1	-1.27523910733262	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230120131500	https://www.shorenewsnetwork.com/2023/01/20/european-leaders-urge-berlin/
1081058115	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								1	012	012	01	1	-0.4	1	1	1	0	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058116	20230120	202301	2023	2023.0548	RUS	RUSSIA	RUS								USA	UNITED STATES	USA								1	012	012	01	1	-0.4	1	1	1	0	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Ukraine	UP	UP		49	32	UP	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058117	20230120	202301	2023	2023.0548	RUSMIL	RUSSIAN	RUS					MIL			ISR	ISRAEL	ISR								0	042	042	04	1	1.9	7	1	7	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058118	20230120	202301	2023	2023.0548	RUSMIL	RUSSIA	RUS					MIL			ISR	ISRAEL	ISR								0	042	042	04	1	1.9	1	1	1	0	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058119	20230120	202301	2023	2023.0548	RUSMIL	RUSSIAN	RUS					MIL			ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	7	1	7	0	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058120	20230120	202301	2023	2023.0548	RUSMIL	RUSSIA	RUS					MIL			ISR	ISRAEL	ISR								0	130	130	13	3	-4.4	1	1	1	0	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230120131500	https://www.jewishpress.com/news/israel/russian-ambassador-israel-remains-our-important-partner-in-the-middle-east/2023/01/20/
1081058121	20230120	202301	2023	2023.0548	SEN	DAKAR	SEN								ZAF	S. AFRICA	ZAF								1	080	080	08	2	5.0	1	1	1	0.13262599469496	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	1	China	CH	CH		35	105	CH	20230120131500	http://www.msn.com/en-us/news/politics/in-senegal-yellen-talks-about-future-of-us-africa-relations/ar-AA16yG5Z
1081058122	20230120	202301	2023	2023.0548	SEN	DAKAR	SEN								ZAF	S. AFRICA	ZAF								1	080	080	08	2	5.0	1	1	1	0.13262599469496	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20230120131500	http://www.msn.com/en-us/news/politics/in-senegal-yellen-talks-about-future-of-us-africa-relations/ar-AA16yG5Z
1081058123	20230120	202301	2023	2023.0548	SENGOV	SENEGAL	SEN					GOV			CHN	CHINA	CHN								0	040	040	04	1	1.0	2	1	2	0.13262599469496	4	Dakar, Dakar, Senegal	SG	SG01		14.7367	-17.6339	-2266494	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20230120131500	http://www.msn.com/en-us/news/politics/in-senegal-yellen-talks-about-future-of-us-africa-relations/ar-AA16yG5Z
1081058124	20230120	202301	2023	2023.0548	SENGOV	SENEGAL	SEN					GOV			CHN	CHINA	CHN								0	040	040	04	1	1.0	2	1	2	0.13262599469496	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20230120131500	http://www.msn.com/en-us/news/politics/in-senegal-yellen-talks-about-future-of-us-africa-relations/ar-AA16yG5Z
1081058125	20230120	202301	2023	2023.0548	SOM	SOMALIA	SOM								RAD	EXTREMIST						RAD			1	190	190	19	4	-10.0	5	1	5	-0.547358400761542	1	Somalia	SO	SO		6	48	SO	1	Somalia	SO	SO		6	48	SO	1	Somalia	SO	SO		6	48	SO	20230120131500	https://news.yahoo.com/somalia-extremists-claim-over-100-122210822.html
1081058126	20230120	202301	2023	2023.0548	SWE	SWEDEN	SWE								SWEMIL	SWEDEN	SWE					MIL			1	040	040	04	1	1.0	2	1	2	-1.91780821917808	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230120131500	https://www.dailymail.co.uk/news/article-11657921/Locals-baffled-mysterious-shaking-Stockholm.html
1081058127	20230120	202301	2023	2023.0548	SWE	SWEDEN	SWE								SWEMIL	SWEDEN	SWE					MIL			1	042	042	04	1	1.9	2	1	2	-1.91780821917808	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230120131500	https://www.dailymail.co.uk/news/article-11657921/Locals-baffled-mysterious-shaking-Stockholm.html
1081058128	20230120	202301	2023	2023.0548	SWEMIL	SWEDEN	SWE					MIL			SWE	SWEDEN	SWE								1	043	043	04	1	2.8	2	1	2	-1.91780821917808	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20230120131500	https://www.dailymail.co.uk/news/article-11657921/Locals-baffled-mysterious-shaking-Stockholm.html
1081058129	20230120	202301	2023	2023.0548	SYR	SYRIAN	SYR																		1	070	070	07	2	7.0	10	1	10	1.06666666666667	4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	0								4	Damascus, Dimashq, Syria	SY	SY13	26324	33.5	36.3	-2541260	20230120131500	https://eng.belta.by/partner_news/view/when-clouds-rain-literature-women-throughout-syrian-letters-history-156133-2023/
1081058130	20230120	202301	2023	2023.0548	SYREDU	SYRIA	SYR					EDU													1	010	010	01	1	0.0	2	1	2	-5.18867924528302	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	0								4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20230120131500	https://www.newarab.com/news/syria-regime-permits-import-saudi-goods
1081058131	20230120	202301	2023	2023.0548	SYRGOV	SYRIA	SYR					GOV			IGOMEAARL	ARAB LEAGUE	MEA	ARL				IGO			1	042	042	04	1	1.9	1	1	1	-5.18867924528302	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	1	Syria	SY	SY		35	38	SY	4	Riyadh, Ar Riya?, Saudi Arabia	SA	SA10	25316	24.6408	46.7728	-3093009	20230120131500	https://www.newarab.com/news/syria-regime-permits-import-saudi-goods
1081058132	20230120	202301	2023	2023.0548	SYRGOV	SYRIA	SYR					GOV			IGOMEAARL	ARAB LEAGUE	MEA	ARL				IGO			1	042	042	04	1	1.9	1	1	1	-5.18867924528302	1	Syria	SY	SY		35	38	SY	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	4	Arab League, Al Qahirah, Egypt	EG	EG11	65350	30.0445	31.2332	11230301	20230120131500	https://www.newarab.com/news/syria-regime-permits-import-saudi-goods
1081058133	20230120	202301	2023	2023.0548	THA	THAI	THA								THACOP	THAILAND	THA					COP			0	010	010	01	1	0.0	4	1	4	-5.01858736059479	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	20230120131500	https://www.devdiscourse.com/article/law-order/2326212-thailand-holds-suspect-in-usd-100-million-deli-case
1081058134	20230120	202301	2023	2023.0548	TTOGOV	TRINIDAD AND TOBAGO	TTO					GOV													0	070	070	07	2	7.0	2	1	2	3.35195530726257	1	Trinidad And Tobago	TD	TD		11	-61	TD	0								1	Trinidad And Tobago	TD	TD		11	-61	TD	20230120131500	https://tt.loopnews.com/content/syrian-lebanese-women-get-22k-donation-feed-need-initiative
1081058135	20230120	202301	2023	2023.0548	TWN	TAIWAN	TWN								CHN	CHINA	CHN								0	120	120	12	3	-4.0	2	1	2	-4.50901803607214	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20230120131500	https://www.theguardian.com/world/2023/jan/20/the-last-generation-young-chinese-people-vow-not-to-have-children
1081058136	20230120	202301	2023	2023.0548	TWN	TAIWAN	TWN								CHN	CHINA	CHN								0	120	120	12	3	-4.0	2	1	2	-4.50901803607214	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20230120131500	https://www.theguardian.com/world/2023/jan/20/the-last-generation-young-chinese-people-vow-not-to-have-children
1081058137	20230120	202301	2023	2023.0548	UAF	MERCENARIES						UAF													1	125	125	12	3	-5.0	10	1	10	-6.64251207729468	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	0								4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20230120131500	http://www.nydailynews.com/opinion/ny-oped-wagner-group-20230120-mtdiu6wr7vdxblykmgtp6e6d7e-story.html
1081058138	20230120	202301	2023	2023.0548	UAF	GUNMAN						UAF													1	193	193	19	4	-10.0	10	1	10	-7.53968253968254	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20230120131500	https://www.vanguardngr.com/2023/01/retired-soldier-shoots-five-dead-in-georgia/
1081058139	20230120	202301	2023	2023.0548	UAF	GUNMEN						UAF			EDUEDU	SCHOOL						EDU	EDU		1	181	181	18	4	-9.0	10	1	10	-6.43382352941177	0								0								0								20230120131500	https://www.vanguardngr.com/2023/01/just-in-gunmen-abduct-primary-school-pupils-in-nasarawa/
1081058140	20230120	202301	2023	2023.0548	UAFLAB	MILITANT						UAF	LAB												0	164	164	16	4	-7.0	10	1	10	-6.58627087198515	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	0								4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20230120131500	https://www.dailymail.co.uk/news/article-11657519/How-militant-unions-causing-chaos-Europe.html
1081058141	20230120	202301	2023	2023.0548	UKR	KYIV	UKR																		0	110	110	11	3	-2.0	1	1	1	-1.27523910733262	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230120131500	https://www.shorenewsnetwork.com/2023/01/20/european-leaders-urge-berlin/
1081058142	20230120	202301	2023	2023.0548	UKR	UKRAINE	UKR								DEU	BERLIN	DEU								1	010	010	01	1	0.0	7	1	7	-0.99255583126551	4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	4	Ramstein, Baden-Wüberg, Germany	GM	GM01	16526	48.2034	8.37174	-1846389	20230120131500	https://www.ukrinform.net/rubric-ato/3655984-leopard-tanks-for-ukraine-warsaw-explains-berlins-reluctance.html
1081058143	20230120	202301	2023	2023.0548	UKR	UKRAINE	UKR								GOVMIL	DEFENCE MINIST						GOV	MIL		0	072	072	07	2	8.3	3	1	3	-1.27523910733262	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230120131500	https://www.shorenewsnetwork.com/2023/01/20/european-leaders-urge-berlin/
1081058144	20230120	202301	2023	2023.0548	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	0841	084	08	2	7.0	1	1	1	-1.67741935483871	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20230120131500	https://www.theguardian.com/world/2023/jan/20/ukraine-germany-leopard-2-tanks-ramstein
